NOC_NUM_ENDPOINTS,FLIT_BUFFER_DEPTH,SERDES_BUFFER_DEPTH,TDATA_WIDTH,SERIALIZATION_FACTOR,SINGLE_CLOCK,Area (um²),Total Delay (ns)
N/A,N/A,N/A,N/A,N/A,N/A,50688.96,1.544
